艦船ID,図鑑番号,艦名,読み,艦種,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,耐久初期,耐久最大,耐久結婚,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜155最小,対潜155最大,回避初期最小,回避初期最大,回避最大,回避155最小,回避155最大,索敵初期最小,索敵初期最大,索敵最大,索敵155最小,索敵155最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
494,294,伊13,い13,14,0,374,45,100,280,0,0,18,23,22,2,9,27,68,0,0,5,22,0,0,0,0,0,11,11,36,50,50,13,13,43,59,59,6,39,5,1,5,2,2,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,大型潜水空母、潜特型を補完するために生まれました……<br>伊十三型潜水艦、伊13です。あの…私…ヒトミと………<br>いえ…なんでも…ないの……。,伊九型潜水艦の改良改装型、伊十三型潜水艦の伊13です。妹の伊14と共に神戸で生まれたの。そうよ…あの潜特型に準ずる、「晴嵐」を運用するための潜水空母。時代に先んじた秘めた力があったのよ。姉妹で彩雲輸送作戦「光」作戦に参加したの。でも、小笠原あたりから…記憶は…あまり覚えて…ごめんなさい。,15,15,1,sfficpxrcodd,1,1,1
495,295,伊14,い14,14,0,375,45,100,280,0,0,18,23,22,2,9,27,66,0,0,5,22,0,0,0,0,0,14,14,39,53,53,14,14,44,60,60,24,64,5,1,6,2,2,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,晴嵐運用のために生まれた伊号潜水艦、伊14よ。<br>いいよ、イヨって呼んで。提督、よろしくどうぞ！,伊十三型潜水艦、その二番艦、伊14よ！戦略運用を目指す潜水空母艦隊を構成するために建造されたの。生まれた時には、もうそんな状況ではなかったけれど。六三一空の晴嵐隊と共に実戦で活躍することはできなかったけど、あの戦局の中で「光」作戦を成功させたんだから！伊14…そして伊13、覚えていてね。,15,15,1,umpejcgdjwrp,1,1,1
496,296,Zara due,ザラ,5,358,0,0,0,0,0,0,62,74,69,57,87,0,48,35,90,55,88,0,0,0,0,0,38,38,73,92,92,17,19,64,89,90,17,70,10,3,8,4,6,3,3,3,0,164,162,72,-1,-1,70,4,10,25,5,4,0,2,3,Buon Giornov！ ザラ級重巡、一番艦ザラです！<br>粘り強さが信条です。提督、よろしくね！,ザラ級重巡洋艦、その一番艦、ザラです。巡洋艦同士の昼間水上砲戦なら、誰にも負けない自負はあります。妹のポーラが少し心配だけど、この艦隊なら！提督、頑張りましょう！<br>重巡ザラ、艦隊に参加します！,50,80,3,jprnkicueltw,1,1,1
499,299,神威改,かもい,16,162,500,60,30,240,0,0,37,48,42,6,22,0,0,12,28,13,29,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,19,69,5,2,5,3,11,8,3,0,0,-1,-1,-1,-1,-1,140,3,0,10,1,0,0,1,1,給油艦、神威と申します。<br>はい、北海道神威岬由来の名前を頂いています。<br>できる限り、頑張りますね。,,30,15,3,tuzyehskgaup,1,1,1
500,300,神威改母,かもい,22,499,0,0,0,0,0,0,39,51,44,7,25,0,0,14,34,17,33,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,20,79,5,2,6,3,1,1,1,0,0,-1,-1,-1,-1,-1,140,3,0,10,3,0,0,2,1,給油艦、神威と申します。<br>はい、北海道神威岬由来の名前を頂いています。<br>できる限り、頑張りますね。,,30,20,3,mxltvkpyuklh,1,1,1
503,303,鈴谷改二,すずや,6,129,508,88,800,4700,1,0,61,73,68,30,76,40,88,30,85,42,74,0,0,0,0,0,41,41,82,105,105,26,29,83,113,115,14,74,10,2,7,4,3,3,7,11,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！,鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来なんだけど、鈴谷は樺太の鈴谷川がその由来なの。知ってた？,55,60,3,zkiopeqgwlog,1,1,1
508,308,鈴谷航改二,すずや,7,503,503,88,1300,4500,0,0,61,73,68,0,56,0,0,33,87,42,74,0,0,0,0,0,42,42,83,106,106,44,46,85,107,108,13,74,10,2,8,4,15,12,12,8,0,-1,-1,-1,-1,-1,100,5,9,20,6,1,0,3,3,鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！,鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来なんだけど、鈴谷は樺太の鈴谷川がその由来なの。知ってた？,60,55,3,kkloilykwado,1,1,1
511,311,Гангут,ガングート,8,0,512,45,2400,2000,0,0,59,79,66,55,78,14,28,22,58,55,73,0,0,0,0,0,23,23,47,60,60,8,8,30,42,42,20,69,5,3,5,4,1,1,1,1,0,-1,-1,-1,-1,-1,240,8,12,29,3,2,1,1,3,貴様が提督というヤツか。<br>ふん。Гангут級一番艦、Гангутだ。<br>いい面構えだ。いいだろう。,,75,100,1,cqcrtbwortoi,3,1,1
512,312,Октябрьская революция,ガングート,8,511,513,75,1600,4200,0,0,72,87,80,65,89,0,0,36,65,68,90,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,30,79,5,3,6,4,1,1,1,1,0,-1,-1,-1,-1,-1,240,9,13,32,3,3,0,1,3,<br>,,80,105,3,famtkxknboyg,1,1,1
513,316,Гангут два,ガングート,8,512,0,0,0,0,0,0,77,92,85,66,90,16,32,38,72,71,95,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,35,88,5,3,7,4,1,1,2,2,0,-1,-1,-1,-1,-1,240,9,14,33,3,3,1,1,4,<br>,,85,110,3,rnuehhgtsiay,1,1,1
517,317,占守,しむしゅ,1,0,376,40,90,60,0,0,9,18,13,4,18,0,0,7,24,4,16,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,40,79,5,1,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,14,1,1,2,0,1,0,0,0,占守型海防艦一番艦！　占守っす！<br>司令、沿岸防衛は、この占守に任せるっす！<br>海を守る……海防艦っす！,,10,10,1,mztdruitgisb,1,1,1
518,318,国後,くなしり,1,0,377,40,90,60,0,0,9,18,13,4,19,0,0,6,22,4,16,31,31,70,92,92,41,41,82,105,105,4,4,14,19,19,35,78,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,占守型海防艦、その二番艦、国後。<br>何それ？　違うけど？　そうね、クナって…<br>呼んでもらってもいいけど。,,10,10,1,duclkhpiwzon,1,1,1
521,321,春日丸,たいよう,7,0,526,30,190,350,0,0,36,58,41,0,9,0,0,12,24,14,32,0,0,0,0,0,24,24,39,47,47,28,28,48,59,59,5,39,5,1,4,2,14,9,0,0,0,228,-1,-1,-1,-1,160,2,1,16,3,0,0,1,2,特設航空母艦、春日丸と申します。<br>不束者ですが、務めを果したいと思います。,,25,25,1,ycfrigxehfwt,1,1,1
524,334,択捉,えとろふ,1,0,383,37,95,55,0,0,9,18,13,4,18,0,0,7,27,4,16,35,35,72,92,92,40,40,83,107,107,3,3,14,20,20,37,78,5,1,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,14,1,1,2,0,1,0,0,0,司令、おはようございます！<br>択捉型海防艦一番艦、択捉です。<br>今日も頑張ります！,,10,10,1,lupcrslexuxo,1,1,1
526,326,大鷹,たいよう,7,521,380,60,230,390,0,0,37,59,42,0,12,0,0,13,27,15,34,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,6,44,5,1,5,3,14,11,2,0,0,-1,-1,-1,-1,-1,160,2,2,16,3,0,0,1,2,<br>,,30,25,3,gvryjheydxtt,1,1,1
529,331,大鷹改二,たいよう,7,380,0,0,0,0,0,0,49,74,55,18,39,0,0,24,54,26,55,0,9999,9999,9999,15655,0,9999,9999,9999,15655,0,9999,9999,9999,15655,14,64,5,2,7,4,14,14,8,3,0,-1,-1,-1,-1,-1,160,3,6,16,5,0,0,3,2,<br>,,35,35,3,biuzgypssrhi,1,1,1
1501,0,駆逐イ級,-,2,0,0,0,0,0,0,0,20,20,20,5,5,15,15,6,6,5,5,25,25,25,25,25,14,14,14,14,14,3,3,3,3,3,1,1,10,1,0,2,0,0,0,0,0,501,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,mtjmdcwtvhdr,2,1,1
1502,0,駆逐ロ級,-,2,0,0,0,0,0,0,0,22,22,22,7,7,16,16,7,7,6,6,25,25,25,25,25,15,15,15,15,15,3,3,3,3,3,1,1,10,1,0,2,0,0,0,0,0,502,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,pbgkfylkbjuy,2,1,1
1503,0,駆逐ハ級,-,2,0,0,0,0,0,0,0,24,24,24,6,6,16,16,6,6,7,7,30,30,30,30,30,16,16,16,16,16,4,4,4,4,4,1,1,10,1,0,2,0,0,0,0,0,502,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,pcumlrymlujh,2,1,1
1504,0,駆逐ニ級,-,2,0,0,0,0,0,0,0,28,28,28,8,8,24,24,8,8,9,9,35,35,35,35,35,18,18,18,18,18,4,4,4,4,4,5,5,10,1,0,2,0,0,0,0,0,502,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,itbrdpdbkynm,2,1,1
1505,0,軽巡ホ級,-,3,0,0,0,0,0,0,0,33,33,33,14,14,24,24,10,10,15,15,30,30,30,30,30,15,15,15,15,15,6,6,6,6,6,1,1,10,2,0,2,1,1,0,0,0,504,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,itslcqtmrxtf,2,1,1
1506,0,軽巡ヘ級,-,3,0,0,0,0,0,0,0,36,36,36,16,16,28,28,12,12,18,18,40,40,40,40,40,15,15,15,15,15,6,6,6,6,6,1,1,10,2,0,2,1,1,0,0,0,506,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,wuhnhojjxmke,2,1,1
1507,0,軽巡ト級,-,3,0,0,0,0,0,0,0,39,39,39,24,24,28,28,12,12,20,20,50,50,50,50,50,15,15,15,15,15,6,6,6,6,6,5,5,10,2,0,3,2,2,2,0,0,506,513,525,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,xlqcmisdyfiu,2,1,1
1508,0,雷巡チ級,-,4,0,0,0,0,0,0,0,48,48,48,18,18,48,48,10,10,22,22,30,30,30,30,30,18,18,18,18,18,4,4,4,4,4,5,5,10,2,0,3,2,2,2,0,0,504,513,513,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,mcouotbbbzpx,2,1,1
1509,0,重巡リ級,-,5,0,0,0,0,0,0,0,58,58,58,32,32,32,32,16,16,28,28,0,0,0,0,0,12,12,12,12,12,10,10,10,10,10,1,1,10,2,0,3,3,3,3,0,0,505,513,525,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,iwztvmesrrju,2,1,1
1510,0,軽母ヌ級,-,7,0,0,0,0,0,0,0,65,65,65,0,0,0,0,15,15,25,25,0,0,0,0,0,3,3,3,3,3,30,30,30,30,30,1,1,5,0,0,3,18,18,18,0,0,519,523,516,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,slxvncxmexin,2,1,1
1511,0,戦艦ル級,-,9,0,0,0,0,0,0,0,90,90,90,65,65,0,0,70,70,70,70,0,0,0,0,0,3,3,3,3,3,20,20,20,20,20,5,5,5,3,0,3,3,3,3,0,0,509,512,525,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,pijdvoaebmxm,2,1,1
1512,0,空母ヲ級,-,11,0,0,0,0,0,0,0,85,85,85,0,0,0,0,30,30,40,40,0,0,0,0,0,3,3,3,3,3,40,40,40,40,40,1,1,10,0,0,3,27,27,27,0,0,519,523,516,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,yalxvbxgbojg,2,1,1
1513,0,輸送ワ級,-,15,0,0,0,0,0,0,0,70,70,70,0,0,0,0,0,0,10,10,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,mednanfcfkil,2,1,1
1514,0,駆逐イ級,elite,2,0,0,0,0,0,0,0,30,30,30,15,15,32,32,10,10,12,12,35,35,35,35,35,30,30,30,30,30,6,6,6,6,6,10,10,10,1,0,2,0,0,0,0,0,501,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,eusutfvohllh,3,1,1
1515,0,駆逐ロ級,elite,2,0,0,0,0,0,0,0,35,35,35,20,20,32,32,12,12,14,14,35,35,35,35,35,30,30,30,30,30,6,6,6,6,6,10,10,10,1,0,2,0,0,0,0,0,502,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,tizkiyetefqx,2,1,1
1516,0,駆逐ハ級,elite,2,0,0,0,0,0,0,0,40,40,40,15,15,32,32,14,14,16,16,40,40,40,40,40,35,35,35,35,35,7,7,7,7,7,10,10,10,1,0,2,0,0,0,0,0,502,515,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,ycjcuuqbxywj,2,1,1
1517,0,駆逐ニ級,elite,2,0,0,0,0,0,0,0,45,45,45,20,20,40,40,18,18,18,18,45,45,45,45,45,40,40,40,40,40,7,7,7,7,7,10,10,10,1,0,2,0,0,0,0,0,502,515,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,zujcpyhiwhfk,2,1,1
1518,0,軽巡ホ級,elite,3,0,0,0,0,0,0,0,48,48,48,30,30,40,40,20,20,30,30,40,40,40,40,40,24,24,24,24,24,6,6,6,6,6,10,10,10,2,0,2,1,1,0,0,0,504,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,nylazbctwxxb,2,1,1
1519,0,軽巡ヘ級,elite,3,0,0,0,0,0,0,0,52,52,52,34,34,48,48,23,23,32,32,45,45,45,45,45,26,26,26,26,26,6,6,6,6,6,10,10,10,2,0,2,1,1,0,0,0,506,525,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,thxxajqkbcea,2,1,1
1520,0,軽巡ト級,elite,3,0,0,0,0,0,0,0,55,55,55,36,36,48,48,24,24,36,36,50,50,50,50,50,28,28,28,28,28,6,6,6,6,6,10,10,10,2,0,3,2,2,2,0,0,506,513,525,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,vxeposgfnulm,2,1,1
1521,0,雷巡チ級,elite,4,0,0,0,0,0,0,0,50,50,50,35,35,72,72,20,20,34,34,40,40,40,40,40,30,30,30,30,30,10,10,10,10,10,10,10,10,2,0,3,2,2,2,0,0,506,514,514,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,kkdcshdnoqvd,2,1,1
1522,0,重巡リ級,elite,5,0,0,0,0,0,0,0,60,60,60,58,58,42,42,30,30,60,60,0,0,0,0,0,20,20,20,20,20,15,15,15,15,15,10,10,10,2,0,4,3,3,3,3,0,505,506,525,525,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jgdkktwkyoep,2,1,1
1523,0,軽母ヌ級,elite,7,0,0,0,0,0,0,0,70,70,70,0,0,0,0,15,15,35,35,0,0,0,0,0,10,10,10,10,10,30,30,30,30,30,10,10,5,0,0,3,24,24,24,0,0,520,523,516,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,glsvfugrtdlv,2,1,1
1524,0,戦艦ル級,elite,9,0,0,0,0,0,0,0,90,90,90,85,85,0,0,70,70,85,85,0,0,0,0,0,16,16,16,16,16,20,20,20,20,20,10,10,5,3,0,4,3,3,3,3,0,509,509,512,528,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jnaynrbswxny,2,1,1
1525,0,空母ヲ級,elite,11,0,0,0,0,0,0,0,88,88,88,0,0,0,0,40,40,55,55,0,0,0,0,0,12,12,12,12,12,50,50,50,50,50,10,10,10,0,0,3,30,30,30,0,0,520,517,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,lreivfnxjfik,2,1,1
1526,0,輸送ワ級,elite,15,0,0,0,0,0,0,0,80,80,80,15,15,0,0,0,0,35,35,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,10,10,5,1,0,3,0,0,0,0,0,501,503,503,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,nfbfnyqdswvz,2,1,1
1527,0,重巡リ級,flagship,5,0,0,0,0,0,0,0,76,76,76,68,68,48,48,40,40,70,70,0,0,0,0,0,50,50,50,50,50,20,20,20,20,20,20,20,10,2,0,4,4,4,4,4,0,505,506,515,525,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,cdgslqaonpst,2,1,1
1528,0,空母ヲ級,flagship,11,0,0,0,0,0,0,0,96,96,96,25,25,0,0,50,50,80,80,0,0,0,0,0,45,45,45,45,45,50,50,50,50,50,20,20,10,0,0,3,32,32,32,0,0,520,517,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,kcjagtsviiyn,2,1,1
1529,0,戦艦ル級,flagship,9,0,0,0,0,0,0,0,98,98,98,90,90,0,0,80,80,99,99,0,0,0,0,0,40,40,40,40,40,30,30,30,30,30,20,20,5,3,0,4,5,5,5,5,0,509,509,525,528,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,crlyrpscrtad,2,1,1
1530,0,潜水カ級,,13,0,0,0,0,0,0,0,19,19,19,0,0,42,42,0,0,7,7,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,1,1,5,1,0,2,0,0,0,0,0,513,513,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,zsrtdiesnmum,2,1,1
1531,0,潜水ヨ級,,13,0,0,0,0,0,0,0,24,24,24,0,0,52,52,0,0,9,9,0,0,0,0,0,1,1,1,1,1,7,7,7,7,7,5,5,5,1,0,2,0,0,0,0,0,514,514,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jyofolfguclj,2,1,1
1532,0,潜水カ級,elite,13,0,0,0,0,0,0,0,27,27,27,0,0,64,64,0,0,21,21,0,0,0,0,0,5,5,5,5,5,8,8,8,8,8,10,10,5,1,0,3,0,0,0,0,0,515,513,513,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,ebutrlbzkktc,2,1,1
1533,0,潜水ヨ級,elite,13,0,0,0,0,0,0,0,34,34,34,0,0,74,74,0,0,27,27,0,0,0,0,0,5,5,5,5,5,9,9,9,9,9,10,10,5,1,0,3,0,0,0,0,0,515,514,514,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,ppdicscudnmo,2,1,1
1534,0,潜水カ級,flagship,13,0,0,0,0,0,0,0,37,37,37,0,0,86,86,0,0,30,30,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,1,0,3,0,0,0,0,0,515,515,513,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,duwuexijckgq,2,1,1
1535,0,潜水ヨ級,flagship,13,0,0,0,0,0,0,0,44,44,44,0,0,96,96,0,0,36,36,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,1,0,3,0,0,0,0,0,515,515,514,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,nvaipajbkgjn,2,1,1
1536,0,浮遊要塞,,10,0,0,0,0,0,0,0,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,cchowgdxysfu,2,1,1
1537,0,浮遊要塞,,10,0,0,0,0,0,0,0,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,matbibgdovof,2,1,1
1538,0,浮遊要塞,,10,0,0,0,0,0,0,0,88,88,88,50,50,40,40,20,20,40,40,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,30,30,30,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,murfwykjiuog,2,1,1
1539,0,泊地棲鬼,,10,0,0,0,0,0,0,0,180,180,180,90,90,60,60,70,70,80,80,0,0,0,0,0,10,10,10,10,10,70,70,70,70,70,30,30,5,3,0,3,60,60,60,0,0,536,520,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,cyfiwlhsgdji,2,1,1
1540,0,泊地棲姫,,10,0,0,0,0,0,0,0,300,300,300,96,96,90,90,80,80,90,90,0,0,0,0,0,20,20,20,20,20,80,80,80,80,80,40,40,5,3,0,3,60,60,60,0,0,536,520,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,vewvgeiqybub,2,1,1
1541,0,戦艦タ級,,8,0,0,0,0,0,0,0,84,84,84,60,60,0,0,60,60,80,80,0,0,0,0,0,20,20,20,20,20,25,25,25,25,25,10,10,10,3,0,4,4,4,4,4,0,508,508,512,525,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,mqzxufdjdjju,1,1,1
1542,0,戦艦タ級,elite,8,0,0,0,0,0,0,0,88,88,88,75,75,0,0,65,65,88,88,0,0,0,0,0,40,40,40,40,40,30,30,30,30,30,20,20,10,3,0,4,4,4,4,4,0,509,508,512,528,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,whhduavjmdki,1,1,1
1543,0,戦艦タ級,flagship,8,0,0,0,0,0,0,0,90,90,90,85,85,0,0,70,70,96,96,0,0,0,0,0,55,55,55,55,55,35,35,35,35,35,30,30,10,3,0,4,4,4,4,4,0,509,509,525,529,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,zpzqybyepyte,1,1,1
1544,0,装甲空母鬼,,10,0,0,0,0,0,0,0,150,150,150,70,70,80,80,60,60,80,80,0,0,0,0,0,10,10,10,10,10,70,70,70,70,70,10,10,10,2,0,3,80,80,0,0,0,520,524,508,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jndnkhfjvnjo,1,1,1
1545,0,装甲空母姫,,10,0,0,0,0,0,0,0,270,270,270,90,90,90,90,70,70,90,90,0,0,0,0,0,20,20,20,20,20,80,80,80,80,80,20,20,10,2,0,3,96,96,0,0,0,520,517,508,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,pnvdeewbfyfh,1,1,1
1546,0,南方棲鬼,,10,0,0,0,0,0,0,0,180,180,180,90,90,80,80,70,70,90,90,0,0,0,0,0,20,20,20,20,20,70,70,70,70,70,30,30,5,3,0,3,0,0,50,0,0,509,505,520,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jcgarujexcrf,1,1,1
1547,0,南方棲戦鬼,,10,0,0,0,0,0,0,0,240,240,240,120,120,90,90,80,80,10,10,0,0,0,0,0,25,25,25,25,25,80,80,80,80,80,40,40,5,3,0,3,0,70,70,0,0,509,520,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jmlbqlrnajyq,1,1,1
1548,0,南方棲戦姫,,10,0,0,0,0,0,0,0,350,350,350,160,160,100,100,80,80,120,120,0,0,0,0,0,30,30,30,30,30,90,90,90,90,90,50,50,5,3,0,3,0,0,90,0,0,509,509,520,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,vooogzpoblwf,1,1,1
1549,0,護衛要塞,,10,0,0,0,0,0,0,0,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,524,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,bwlykdyyjurx,2,1,1
1550,0,護衛要塞,,10,0,0,0,0,0,0,0,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,fhjnljxxjpmk,2,1,1
1551,0,護衛要塞,,10,0,0,0,0,0,0,0,66,66,66,55,55,45,45,20,20,50,50,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,1,1,10,2,0,3,0,35,35,0,0,505,520,517,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,nmwnyjyfezro,2,1,1
1552,0,駆逐ロ級,flagship,2,0,0,0,0,0,0,0,43,43,43,33,33,60,60,24,24,24,24,55,55,55,55,55,52,52,52,52,52,10,10,10,10,10,20,20,10,1,0,3,0,0,0,0,0,502,515,542,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,szdhvxpyljqe,1,1,1
1553,0,駆逐ハ級,flagship,2,0,0,0,0,0,0,0,47,47,47,30,30,60,60,24,24,27,27,60,60,60,60,60,54,54,54,54,54,12,12,12,12,12,20,20,10,1,0,3,0,0,0,0,0,502,515,542,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,jhjcroxdngqe,1,1,1
1554,0,軽巡ホ級,flagship,3,0,0,0,0,0,0,0,53,53,53,42,42,72,72,27,27,36,36,70,70,70,70,70,44,44,44,44,44,20,20,20,20,20,20,20,10,2,0,3,2,2,2,2,0,504,542,543,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,afrplxszsxit,1,1,1
1555,0,軽巡ヘ級,flagship,3,0,0,0,0,0,0,0,57,57,57,48,48,80,80,30,30,39,39,80,80,80,80,80,46,46,46,46,46,24,24,24,24,24,20,20,10,2,0,4,2,2,2,2,0,506,525,542,543,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,eswghzpycwxb,1,1,1
1556,0,飛行場姫,,10,0,0,0,0,0,0,0,500,500,500,70,70,0,0,120,120,140,140,0,0,0,0,0,1,1,1,1,1,90,90,90,90,90,10,10,0,2,0,4,98,98,98,98,0,520,520,524,517,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,qtygozpoceew,1,1,1
1557,0,戦艦棲姫,,9,0,0,0,0,0,0,0,400,400,400,180,180,0,0,80,80,160,160,0,0,0,0,0,30,30,30,30,30,70,70,70,70,70,40,40,5,3,0,4,0,0,0,0,0,509,509,512,529,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,glghkfswtxet,1,1,1
1558,0,輸送ワ級,flagship,15,0,0,0,0,0,0,0,130,130,130,55,55,0,0,40,40,65,65,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,20,20,5,2,0,3,0,0,0,0,0,506,504,504,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,okkjcahxfltg,1,1,1
1559,0,雷巡チ級,flagship,4,0,0,0,0,0,0,0,70,70,70,50,50,120,120,30,30,60,60,50,50,50,50,50,55,55,55,55,55,15,15,15,15,15,30,30,10,2,0,3,1,1,1,0,0,506,515,515,-1,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,cojscoppbivn,1,1,1
1560,0,軽母ヌ級,flagship,7,0,0,0,0,0,0,0,84,84,84,18,18,0,0,36,36,70,70,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,30,30,5,0,0,4,22,22,22,22,0,520,524,524,517,-1,0,0,0,0,0,0,0,0,0,,,0,0,0,pcmfcidohwga,1,1,1
